"tmax" "tmin" "tmean" "td" "precip" "ETo.Kc" "precip.month.byday" "Eff.R" "IRR" "ETo_mm"
"1971-03-08" 27.43611511 10.98472696 19.41096976 16.45138815 0 2.04661263351701 0.215259109193548 0 2.04661263351701 4.44915789895002
"1971-03-09" 29.57056984 12.47572713 21.22596839 17.09484271 0 2.20070490778842 0.215259109193548 0 2.20070490778842 4.78414110388788
"1971-03-10" 31.21907028 13.5967608 22.61097053 17.62230948 0 2.32699323432087 0.215259109193548 0 2.32699323432087 5.05868094417579
"1971-03-11" 32.57762512 14.00594812 23.49096969 18.571677 0 2.45476469166255 0.215259109193548 0 2.45476469166255 5.33644498187512
"1971-03-12" 33.15863213 14.64206414 24.09596923 18.51656799 0 2.5010463740519 0.215259109193548 0 2.5010463740519 5.43705733489543
"1971-03-13" 33.89960655 14.56672674 24.43597129 19.33287981 0 2.59068499556787 0.215259109193548 0 2.59068499556787 5.63192390340841
"1971-03-14" 32.64096245 14.29176812 23.66597083 18.34919433 0 2.49156777052612 0.215259109193548 0 2.49156777052612 5.41645167505677
"1971-03-15" 33.65360817 13.44107156 23.74597075 20.21253661 0 2.63435031669818 0.215259109193548 0 2.63435031669818 5.72684851456125
"1971-03-16" 34.1526545 13.75702768 24.1559706 20.39562682 0 2.68677375757321 0.215259109193548 0 2.68677375757321 5.84081251646351
"1971-03-17" 34.56817803 14.56699567 24.7659693 20.00118236 0 2.71372579109155 0.215259109193548 0 2.71372579109155 5.89940389367727
"1971-03-18" 34.9429644 15.93246751 25.63596824 19.01049689 0 2.7139406791543 0.215259109193548 0 2.7139406791543 5.89987104163977
"1971-03-19" 35.72741493 16.13167386 26.12596992 19.59574107 0 2.80095452112853 0.215259109193548 0 2.80095452112853 6.08903156767071
"1971-03-20" 35.98862633 17.550911 26.96597007 18.43771533 0 2.78308156631971 0.215259109193548 0 2.78308156631971 6.05017731808632
